,Disease,Symptom1,Symptom2,Symptom3,Symptom4
3243,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
3244,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
3245,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
3246,Diabetes , fatigue, weightloss, restlessness, lethargy
3247,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
3248,Bronchial Asthma, fatigue, cough, highfever, breathlessness
3249,Hypertension , headache, chestpain, dizziness, lossofbalance
3250,Migraine, acidity, indigestion, headache, blurredanddistortedvision
3251,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
3252,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
3253,Jaundice,itching, vomiting, fatigue, weightloss
3254,Malaria, chills, vomiting, highfever, sweating
3255,Chicken pox,itching, skinrash, fatigue, lethargy
3256,Dengue, skinrash, chills, jointpain, vomiting
3257,Typhoid, chills, vomiting, fatigue, highfever
3258,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
3259,Hepatitis B,itching, fatigue, lethargy, yellowishskin
3260,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
3261,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
3262,Hepatitis E, jointpain, vomiting, fatigue, highfever
3263,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
3264,Tuberculosis, chills, vomiting, fatigue, weightloss
3265,Common Cold, continuoussneezing, chills, fatigue, cough
3266,Pneumonia, chills, fatigue, cough, highfever
3267,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
3268,Heart attack, vomiting, breathlessness, sweating, chestpain
3269,Varicose veins, fatigue, cramps, bruising, obesity
3270,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
3271,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
3272,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3273,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
3274,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
3275,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
3276,Acne, skinrash, pusfilledpimples, blackheads, scurring
3277,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
3278,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
3279,Impetigo, skinrash, highfever, blister, redsorearoundnose
3280,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
3281,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
3282,GERD, stomachpain, acidity, ulcersontongue, vomiting
3283,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
3284,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
3285,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
3286,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
3287,Diabetes , fatigue, weightloss, restlessness, lethargy
3288,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
3289,Bronchial Asthma, fatigue, cough, highfever, breathlessness
3290,Hypertension , headache, chestpain, dizziness, lossofbalance
3291,Migraine, acidity, indigestion, headache, blurredanddistortedvision
3292,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
3293,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
3294,Jaundice,itching, vomiting, fatigue, weightloss
3295,Malaria, chills, vomiting, highfever, sweating
3296,Chicken pox,itching, skinrash, fatigue, lethargy
3297,Dengue, skinrash, chills, jointpain, vomiting
3298,Typhoid, chills, vomiting, fatigue, highfever
3299,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
3300,Hepatitis B,itching, fatigue, lethargy, yellowishskin
3301,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
3302,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
3303,Hepatitis E, jointpain, vomiting, fatigue, highfever
3304,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
3305,Tuberculosis, chills, vomiting, fatigue, weightloss
3306,Common Cold, continuoussneezing, chills, fatigue, cough
3307,Pneumonia, chills, fatigue, cough, highfever
3308,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
3309,Heart attack, vomiting, breathlessness, sweating, chestpain
3310,Varicose veins, fatigue, cramps, bruising, obesity
3311,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
3312,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
3313,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3314,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
3315,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
3316,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
3317,Acne, skinrash, pusfilledpimples, blackheads, scurring
3318,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
3319,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
3320,Impetigo, skinrash, highfever, blister, redsorearoundnose
3321,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
3322,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
3323,GERD, stomachpain, acidity, ulcersontongue, vomiting
3324,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
3325,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
3326,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
3327,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
3328,Diabetes , fatigue, weightloss, restlessness, lethargy
3329,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
3330,Bronchial Asthma, fatigue, cough, highfever, breathlessness
3331,Hypertension , headache, chestpain, dizziness, lossofbalance
3332,Migraine, acidity, indigestion, headache, blurredanddistortedvision
3333,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
3334,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
3335,Jaundice,itching, vomiting, fatigue, weightloss
3336,Malaria, chills, vomiting, highfever, sweating
3337,Chicken pox,itching, skinrash, fatigue, lethargy
3338,Dengue, skinrash, chills, jointpain, vomiting
3339,Typhoid, chills, vomiting, fatigue, highfever
3340,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
3341,Hepatitis B,itching, fatigue, lethargy, yellowishskin
3342,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
3343,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
3344,Hepatitis E, jointpain, vomiting, fatigue, highfever
3345,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
3346,Tuberculosis, chills, vomiting, fatigue, weightloss
3347,Common Cold, continuoussneezing, chills, fatigue, cough
3348,Pneumonia, chills, fatigue, cough, highfever
3349,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
3350,Heart attack, vomiting, breathlessness, sweating, chestpain
3351,Varicose veins, fatigue, cramps, bruising, obesity
3352,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
3353,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
3354,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3355,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
3356,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
3357,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
3358,Acne, skinrash, pusfilledpimples, blackheads, scurring
3359,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
3360,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
3361,Impetigo, skinrash, highfever, blister, redsorearoundnose
3362,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
3363,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
3364,GERD, stomachpain, acidity, ulcersontongue, vomiting
3365,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
3366,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
3367,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
3368,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
3369,Diabetes , fatigue, weightloss, restlessness, lethargy
3370,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
3371,Bronchial Asthma, fatigue, cough, highfever, breathlessness
3372,Hypertension , headache, chestpain, dizziness, lossofbalance
3373,Migraine, acidity, indigestion, headache, blurredanddistortedvision
3374,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
3375,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
3376,Jaundice,itching, vomiting, fatigue, weightloss
3377,Malaria, chills, vomiting, highfever, sweating
3378,Chicken pox,itching, skinrash, fatigue, lethargy
3379,Dengue, skinrash, chills, jointpain, vomiting
3380,Typhoid, chills, vomiting, fatigue, highfever
3381,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
3382,Hepatitis B,itching, fatigue, lethargy, yellowishskin
3383,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
3384,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
3385,Hepatitis E, jointpain, vomiting, fatigue, highfever
3386,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
3387,Tuberculosis, chills, vomiting, fatigue, weightloss
3388,Common Cold, continuoussneezing, chills, fatigue, cough
3389,Pneumonia, chills, fatigue, cough, highfever
3390,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
3391,Heart attack, vomiting, breathlessness, sweating, chestpain
3392,Varicose veins, fatigue, cramps, bruising, obesity
3393,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
3394,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
3395,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3396,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
3397,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
3398,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
3399,Acne, skinrash, pusfilledpimples, blackheads, scurring
3400,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
3401,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
3402,Impetigo, skinrash, highfever, blister, redsorearoundnose
3403,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
3404,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
3405,GERD, stomachpain, acidity, ulcersontongue, vomiting
3406,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
3407,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
3408,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
3409,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
3410,Diabetes , fatigue, weightloss, restlessness, lethargy
3411,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
3412,Bronchial Asthma, fatigue, cough, highfever, breathlessness
3413,Hypertension , headache, chestpain, dizziness, lossofbalance
3414,Migraine, acidity, indigestion, headache, blurredanddistortedvision
3415,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
3416,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
3417,Jaundice,itching, vomiting, fatigue, weightloss
3418,Malaria, chills, vomiting, highfever, sweating
3419,Chicken pox,itching, skinrash, fatigue, lethargy
3420,Dengue, skinrash, chills, jointpain, vomiting
3421,Typhoid, chills, vomiting, fatigue, highfever
3422,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
3423,Hepatitis B,itching, fatigue, lethargy, yellowishskin
3424,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
3425,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
3426,Hepatitis E, jointpain, vomiting, fatigue, highfever
3427,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
3428,Tuberculosis, chills, vomiting, fatigue, weightloss
3429,Common Cold, continuoussneezing, chills, fatigue, cough
3430,Pneumonia, chills, fatigue, cough, highfever
3431,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
3432,Heart attack, vomiting, breathlessness, sweating, chestpain
3433,Varicose veins, fatigue, cramps, bruising, obesity
3434,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
3435,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
3436,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3437,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
3438,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
3439,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
3440,Acne, skinrash, pusfilledpimples, blackheads, scurring
3441,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
3442,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
3443,Impetigo, skinrash, highfever, blister, redsorearoundnose
3444,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
3445,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
3446,GERD, stomachpain, acidity, ulcersontongue, vomiting
3447,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
3448,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
3449,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
3450,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
3451,Diabetes , fatigue, weightloss, restlessness, lethargy
3452,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
3453,Bronchial Asthma, fatigue, cough, highfever, breathlessness
3454,Hypertension , headache, chestpain, dizziness, lossofbalance
3455,Migraine, acidity, indigestion, headache, blurredanddistortedvision
3456,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
3457,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
3458,Jaundice,itching, vomiting, fatigue, weightloss
3459,Malaria, chills, vomiting, highfever, sweating
3460,Chicken pox,itching, skinrash, fatigue, lethargy
3461,Dengue, skinrash, chills, jointpain, vomiting
3462,Typhoid, chills, vomiting, fatigue, highfever
3463,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
3464,Hepatitis B,itching, fatigue, lethargy, yellowishskin
3465,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
3466,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
3467,Hepatitis E, jointpain, vomiting, fatigue, highfever
3468,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
3469,Tuberculosis, chills, vomiting, fatigue, weightloss
3470,Common Cold, continuoussneezing, chills, fatigue, cough
3471,Pneumonia, chills, fatigue, cough, highfever
3472,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
3473,Heart attack, vomiting, breathlessness, sweating, chestpain
3474,Varicose veins, fatigue, cramps, bruising, obesity
3475,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
